882 2
1.000000 -0.980271
1.000000 0.761538
1.000000 0.942057
1.000000 -0.066274
1.000000 -0.503020
1.000000 -0.906308
1.000000 0.733730
1.000000 -0.493942
1.000000 0.642788
1.000000 -0.576432
1.000000 -0.965016
1.000000 -0.996779
1.000000 -0.990748
1.000000 0.963163
1.000000 0.996493
1.000000 -0.996195
1.000000 -0.207912
1.000000 0.371368
1.000000 -0.544639
1.000000 -0.518027
1.000000 -0.985996
1.000000 -0.992966
1.000000 -0.989272
1.000000 0.544639
1.000000 -0.916363
1.000000 -0.416281
1.000000 0.139173
1.000000 -0.781520
1.000000 -0.876307
1.000000 -0.895712
1.000000 0.211325
1.000000 0.149535
1.000000 -0.118404
1.000000 -0.146083
1.000000 -0.576432
1.000000 -0.992115
1.000000 0.453990
1.000000 -0.523986
1.000000 -0.248690
1.000000 -0.882948
1.000000 -0.916363
1.000000 -0.390731
1.000000 -0.975149
1.000000 -0.983571
1.000000 -0.931056
1.000000 0.669131
1.000000 -0.666532
1.000000 -0.981627
1.000000 -0.866025
1.000000 -0.895712
1.000000 0.472551
1.000000 -0.948876
1.000000 -0.879649
1.000000 -0.931056
1.000000 0.802817
1.000000 -0.204496
1.000000 -0.938493
1.000000 -0.432086
1.000000 -0.069756
1.000000 0.299041
1.000000 -0.671721
1.000000 -0.034899
1.000000 -0.924546
1.000000 0.671721
1.000000 -0.806960
1.000000 -0.177085
1.000000 0.707107
1.000000 -0.658689
1.000000 0.252069
1.000000 -0.995562
1.000000 0.604599
1.000000 0.840567
1.000000 0.766044
1.000000 -0.121869
1.000000 -0.825113
1.000000 -0.450878
1.000000 0.020942
1.000000 -0.521010
1.000000 0.187381
1.000000 -0.745476
1.000000 -0.478692
1.000000 0.523986
1.000000 -0.937282
1.000000 -0.980955
1.000000 0.590606
1.000000 0.582123
1.000000 -0.994151
1.000000 0.532876
1.000000 -0.867765
1.000000 0.938493
1.000000 0.882948
1.000000 0.669131
1.000000 0.750111
1.000000 -0.806960
1.000000 -0.806960
1.000000 0.887815
1.000000 -0.777146
1.000000 0.315649
1.000000 -0.942057
1.000000 -0.909236
1.000000 0.466387
1.000000 -0.983571
1.000000 0.118404
1.000000 -0.733730
1.000000 -0.460200
1.000000 -0.406737
1.000000 0.726575
1.000000 -0.844328
1.000000 -0.612907
1.000000 -0.867765
1.000000 -0.862514
1.000000 0.048850
1.000000 -0.924546
1.000000 -0.754710
1.000000 0.910684
1.000000 -0.457098
1.000000 -0.481754
1.000000 -0.907777
1.000000 0.612907
1.000000 0.721760
1.000000 -0.387516
1.000000 -0.927184
1.000000 -0.702153
1.000000 0.993768
1.000000 -0.104528
1.000000 -0.938493
1.000000 0.509041
1.000000 -0.958323
1.000000 0.968583
1.000000 0.487860
1.000000 0.587785
1.000000 0.858960
1.000000 -0.384295
1.000000 0.666532
1.000000 -0.952129
1.000000 -0.999507
1.000000 0.328867
1.000000 -0.699663
1.000000 -0.929776
1.000000 -0.450878
1.000000 -0.469472
1.000000 -0.887815
1.000000 -0.351842
1.000000 -0.010472
1.000000 -0.582123
1.000000 0.607376
1.000000 -0.238533
1.000000 0.010472
1.000000 -0.903335
1.000000 -0.335452
1.000000 0.371368
1.000000 -0.982935
1.000000 -0.894154
1.000000 -0.977416
1.000000 -0.923210
1.000000 -0.466387
1.000000 0.849893
1.000000 -0.435231
1.000000 -0.738455
1.000000 -0.377841
1.000000 -0.262189
1.000000 -0.268920
1.000000 -0.980955
1.000000 0.653421
1.000000 -0.318959
1.000000 -0.992966
1.000000 0.634731
1.000000 -0.704634
1.000000 -0.010472
1.000000 -0.993768
1.000000 -0.640110
1.000000 -0.790155
1.000000 -0.634731
1.000000 0.979575
1.000000 0.920505
1.000000 -0.940881
1.000000 -0.312335
1.000000 -0.952129
1.000000 -0.733730
1.000000 -0.958323
1.000000 -0.959314
1.000000 -0.900319
1.000000 -0.960294
1.000000 -0.231748
1.000000 -0.965016
1.000000 -0.869495
1.000000 -0.535827
1.000000 -0.544639
1.000000 -0.990748
1.000000 0.634731
1.000000 -0.906308
1.000000 0.623880
1.000000 0.556296
1.000000 -0.073238
1.000000 -0.804894
1.000000 -0.238533
1.000000 -0.752415
1.000000 -0.278991
1.000000 -0.759271
1.000000 0.656059
1.000000 -0.996493
1.000000 -0.387516
1.000000 -0.444635
1.000000 -0.978148
1.000000 -0.235142
1.000000 -0.268920
1.000000 -0.121869
1.000000 -0.432086
1.000000 -0.999994
1.000000 -0.503020
1.000000 0.224951
1.000000 -0.974370
1.000000 -0.995562
1.000000 -0.774944
1.000000 0.118404
1.000000 -0.726575
1.000000 -0.604599
1.000000 0.934826
1.000000 -0.995227
1.000000 -0.836764
1.000000 -0.998630
1.000000 0.364877
1.000000 -0.478692
1.000000 0.661312
1.000000 0.400349
1.000000 -0.995562
1.000000 -0.976672
1.000000 -0.687088
1.000000 0.475624
1.000000 -0.809017
1.000000 -0.783693
1.000000 -0.853551
1.000000 -0.971961
1.000000 0.444635
1.000000 -0.661312
1.000000 0.979575
1.000000 0.781520
1.000000 -0.358368
1.000000 0.024432
1.000000 -0.925871
1.000000 -0.187381
1.000000 0.384295
1.000000 -0.745476
1.000000 -0.268920
1.000000 0.428935
1.000000 -0.996195
1.000000 -0.166769
1.000000 -0.714473
1.000000 0.045363
1.000000 -0.892586
1.000000 -0.478692
1.000000 0.794415
1.000000 0.241922
1.000000 -0.322266
1.000000 -0.969445
1.000000 -0.699663
1.000000 -0.985996
1.000000 0.159881
1.000000 0.438371
1.000000 -0.045363
1.000000 -0.817145
1.000000 -0.515038
1.000000 -0.041876
1.000000 0.925871
1.000000 -0.895712
1.000000 0.348572
1.000000 -0.975149
1.000000 -0.364877
1.000000 -0.946649
1.000000 -0.882948
1.000000 -0.671721
1.000000 -0.788011
1.000000 -0.886204
1.000000 -0.532876
1.000000 -0.152986
1.000000 -0.999976
1.000000 0.547563
1.000000 -0.860742
1.000000 0.547563
1.000000 0.190809
1.000000 0.073238
1.000000 0.351842
1.000000 0.481754
1.000000 0.743145
1.000000 -0.738455
1.000000 0.272280
1.000000 -0.745476
1.000000 -0.048850
1.000000 -0.996779
1.000000 -0.653421
1.000000 -0.995562
1.000000 -0.978148
1.000000 -0.637424
1.000000 0.702153
1.000000 -0.779338
1.000000 -0.903335
1.000000 -0.650774
1.000000 -0.956305
1.000000 -0.980271
1.000000 -0.325568
1.000000 0.139173
1.000000 -0.428935
1.000000 -0.409923
1.000000 -0.031411
1.000000 -0.979575
